user_id,username,logins_per_week,avg_payment_delay_days,discount_purchase_pct,total_complaints,open_complaints,recent_usage_hours,prior_usage_hours,churn
117,thomas_miller_117,2.566666666666667,19.5,0.0,0,0,93.54,90.77,0
118,karen_smith_118,0.8166666666666667,2.0,0.0,4,1,11.39,75.21,0
119,jessica_wilson_119,7.116666666666666,2.5,25.0,1,0,108.27,101.21,0
120,michael_jones_120,1.8666666666666667,1.5,100.0,1,0,56.48,56.55,0
121,jessica_williams_121,1.75,18.0,0.0,0,0,91.92,92.5,0
122,james_martin_122,7.116666666666666,0.0,33.333333333333336,0,0,134.94,107.28,0
123,alex_brown_123,3.966666666666667,1.0,28.571428571428573,0,0,113.48,99.89,0
124,jessica_moore_124,3.2666666666666666,2.5,0.0,0,0,117.35,101.08,0
125,jane_davis_125,0.8166666666666667,8.5,0.0,3,3,13.3,75.57000000000001,0
126,michael_martinez_126,7.116666666666666,2.0,0.0,0,0,120.64,103.03,0
127,james_rodriguez_127,3.2666666666666666,2.0,0.0,0,0,117.34,103.86,0
128,david_martin_128,0.8166666666666667,9.0,0.0,4,3,11.36,77.72,0
129,jane_smith_129,2.1,15.0,0.0,1,0,94.41,86.42,0
130,lisa_jackson_130,2.9166666666666665,16.0,0.0,0,0,90.01,89.81,0
131,patricia_hernandez_131,1.2833333333333334,2.5,100.0,0,0,56.28,59.97,0
132,donna_williams_132,2.683333333333333,16.0,0.0,1,0,95.55,94.05,0
133,donna_smith_133,0.9333333333333332,15.0,0.0,3,2,11.98,68.77,0
134,john_thompson_134,2.216666666666667,14.0,0.0,1,0,91.76,90.14,0
135,james_wilson_135,1.6333333333333333,3.5,100.0,1,0,59.47,55.19,0
136,karen_taylor_136,7.116666666666666,1.5,0.0,1,0,114.2,95.67,0
137,alex_williams_137,7.116666666666666,1.0,0.0,1,0,101.31,107.08,0
138,john_martinez_138,7.116666666666666,1.5,33.333333333333336,0,0,119.81,97.35,0
139,robert_smith_139,7.116666666666666,1.5,28.571428571428573,0,0,117.66,106.57,0
140,john_hernandez_140,1.5166666666666666,2.0,100.0,1,0,48.69,55.77,0
141,robert_hernandez_141,2.216666666666667,18.5,0.0,1,0,90.46,82.75,0
142,michael_taylor_142,0.9333333333333332,3.0,0.0,2,2,14.34,71.98,0
143,sandra_miller_143,3.7333333333333334,0.0,0.0,0,0,120.53,107.87,0
144,robert_garcia_144,0.8166666666666667,13.0,0.0,2,1,12.88,76.28,0
145,robert_martin_145,3.15,2.0,0.0,0,0,126.67,98.33,0
146,jane_anderson_146,1.2833333333333334,1.5,0.0,4,3,11.48,73.61,0
147,patricia_martinez_147,2.1,0.5,100.0,1,0,53.43,54.27,0
148,robert_thompson_148,3.966666666666667,1.5,20.0,1,0,114.02,116.01,0
149,robert_miller_149,2.45,3.0,100.0,1,0,58.04,63.46,0
150,donna_thomas_150,0.9333333333333332,11.0,0.0,2,1,8.96,72.81,0
151,michael_davis_151,1.9833333333333336,3.0,100.0,1,0,57.82,61.55,0
152,charles_thompson_152,1.6333333333333333,0.5,100.0,1,0,50.95,62.53,0
153,robert_rodriguez_153,3.85,3.5,0.0,1,0,125.6,100.85,0
154,lisa_smith_154,1.1666666666666667,15.5,0.0,2,1,9.61,72.95,0
155,alex_jackson_155,7.116666666666666,2.0,33.333333333333336,1,0,118.06,103.18,0
156,joseph_rodriguez_156,1.2833333333333334,0.5,100.0,0,0,52.87,57.65,0
157,david_garcia_157,2.3333333333333335,22.5,0.0,2,0,92.37,92.01,0
158,alex_hernandez_158,2.3333333333333335,18.5,0.0,1,0,94.83,92.27,0
159,michael_jackson_159,0.5833333333333334,1.0,0.0,3,3,10.1,71.06,1
160,sandra_smith_160,1.75,1.0,0.0,4,3,11.78,67.78,0
161,david_martin_161,7.116666666666666,2.5,0.0,1,0,123.55,109.96,0
162,david_thomas_162,1.6333333333333333,1.5,100.0,1,0,53.34,60.47,0
163,charles_moore_163,7.116666666666666,2.5,0.0,0,0,119.96,100.27,0
164,robert_taylor_164,1.75,1.0,100.0,1,0,55.87,68.64,0
165,charles_martin_165,7.116666666666666,2.0,25.0,0,0,123.87,97.69,0
166,lisa_garcia_166,2.3333333333333335,18.5,0.0,2,0,91.26,86.26,0
167,james_brown_167,1.75,2.5,100.0,0,0,50.22,56.86,0
168,michael_thompson_168,1.8666666666666667,0.5,100.0,1,0,51.03,59.24,0
169,thomas_moore_169,7.116666666666666,2.0,0.0,0,0,121.1,105.33,0
170,alex_williams_170,3.5,2.0,33.333333333333336,1,0,123.3,109.36,0
171,jane_thomas_171,1.2833333333333334,10.5,0.0,2,0,14.46,71.65,0
172,jane_rodriguez_172,7.116666666666666,1.0,12.5,0,0,119.26,109.03,0
173,emily_jackson_173,0.7,0.0,0.0,3,1,12.46,78.84,0
174,alex_rodriguez_174,1.1666666666666667,11.5,0.0,4,2,9.84,79.85,0
175,donna_thomas_175,2.216666666666667,22.0,0.0,2,0,95.51,88.38,0
176,jane_thomas_176,1.1666666666666667,2.5,0.0,4,2,12.74,76.88,0
177,jane_brown_177,0.8166666666666667,17.0,0.0,4,3,12.86,72.7,0
178,michael_smith_178,4.666666666666667,2.0,0.0,1,0,119.34,100.13,0
179,robert_davis_179,1.9833333333333336,2.0,100.0,0,0,55.07,62.99,0
180,sarah_brown_180,1.1666666666666667,9.5,0.0,2,2,10.94,78.3,0
181,christopher_hernandez_181,3.7333333333333334,2.5,0.0,0,0,117.09,104.01,0
182,charles_martinez_182,1.5166666666666666,0.5,100.0,1,0,56.84,59.1,0
183,joseph_smith_183,3.033333333333333,16.0,0.0,0,0,89.59,84.54,0
184,donna_thompson_184,7.116666666666666,1.5,14.285714285714286,0,0,118.11,102.27,0
185,lisa_smith_185,1.4,8.0,0.0,4,2,11.11,76.63,0
186,alex_martin_186,2.566666666666667,1.0,100.0,1,0,49.19,56.66,0
187,william_davis_187,0.9333333333333332,11.0,0.0,3,2,12.54,73.76,0
188,thomas_williams_188,7.116666666666666,3.5,0.0,1,0,126.8,102.19,0
189,michael_white_189,2.3333333333333335,14.5,0.0,0,0,94.04,94.31,0
190,lisa_white_190,1.8666666666666667,1.0,100.0,0,0,48.15,54.15,0
191,christopher_jones_191,3.7333333333333334,1.0,16.666666666666668,0,0,116.47,113.85,0
192,emily_anderson_192,0.9333333333333332,8.0,0.0,3,2,11.96,81.54,0
193,patricia_martinez_193,4.2,16.0,0.0,1,0,85.78,91.56,0
194,jessica_thompson_194,0.9333333333333332,10.0,0.0,3,2,12.31,76.22,0
195,karen_johnson_195,1.05,10.0,0.0,3,2,14.14,74.1,0
196,david_rodriguez_196,7.116666666666666,1.5,0.0,1,0,115.34,108.37,0
197,sarah_jackson_197,3.3833333333333333,3.0,0.0,1,0,125.36,106.71,0
198,christopher_thomas_198,1.6333333333333333,1.5,100.0,1,0,56.68,65.32,0
199,david_anderson_199,1.4,9.0,0.0,3,2,10.85,77.82,0
200,david_moore_200,7.116666666666666,1.5,0.0,0,0,116.0,92.84,0
201,jessica_taylor_201,2.8,21.5,0.0,1,0,91.98,88.87,0
202,karen_miller_202,2.566666666666667,14.5,0.0,1,0,97.47,86.74,0
203,thomas_garcia_203,3.85,15.5,0.0,0,0,90.63,90.97,0
204,emily_moore_204,1.4,2.5,100.0,1,0,52.4,56.87,0
205,john_wilson_205,1.4,4.0,100.0,1,0,56.48,53.59,0
206,william_smith_206,1.05,1.5,0.0,2,2,14.09,79.99,0
207,emily_thompson_207,3.85,2.5,0.0,1,0,118.7,102.8,0
208,jessica_martinez_208,7.116666666666666,2.5,0.0,1,0,116.94,92.76,0
209,christopher_white_209,2.1,14.5,0.0,1,0,97.22,90.54,0
210,joseph_jackson_210,1.6333333333333333,3.0,100.0,0,0,59.0,62.0,0
211,donna_martin_211,0.8166666666666667,1.0,100.0,0,0,53.56,57.46,0
212,emily_white_212,3.033333333333333,0.0,33.333333333333336,0,0,114.71,104.71,0
213,jane_jones_213,2.216666666666667,0.0,100.0,0,0,60.63,59.62,0
214,jessica_moore_214,7.116666666666666,2.0,12.5,1,0,128.99,98.13,0
215,alex_miller_215,0.5833333333333334,8.5,0.0,2,1,11.0,81.82,1
216,jessica_garcia_216,3.15,16.0,0.0,0,0,95.75,88.83,0
217,james_moore_217,1.8666666666666667,2.0,100.0,0,0,53.92,63.18,0
218,patricia_garcia_218,7.116666666666666,3.0,0.0,1,0,114.47,98.0,0
219,donna_martinez_219,0.9333333333333332,9.5,0.0,4,0,13.23,74.52,0
220,emily_taylor_220,3.966666666666667,16.0,0.0,0,0,90.6,90.18,0
221,robert_miller_221,1.1666666666666667,0.5,100.0,1,0,52.24,60.08,0
222,emily_smith_222,1.6333333333333333,2.0,100.0,0,0,52.77,60.16,0
223,lisa_thomas_223,0.9333333333333332,2.5,0.0,4,2,13.63,82.3,0
224,robert_thompson_224,2.3333333333333335,2.0,100.0,0,0,54.09,56.56,0
225,david_jones_225,1.2833333333333334,21.0,0.0,1,0,100.02,90.98,0
226,michael_rodriguez_226,0.8166666666666667,9.5,0.0,2,2,10.32,79.79,0
227,john_jackson_227,3.5,1.5,0.0,1,0,127.83,104.21,0
228,christopher_anderson_228,3.3833333333333333,19.0,0.0,1,0,94.48,87.45,0
229,joseph_taylor_229,1.2833333333333334,1.0,100.0,0,0,63.06,65.38,0
230,sandra_williams_230,3.2666666666666666,13.0,0.0,1,0,92.65,86.27,0
231,joseph_brown_231,1.05,16.5,0.0,3,1,9.86,76.07,0
232,david_johnson_232,1.4,1.0,100.0,0,0,62.31,64.45,0
233,david_moore_233,1.2833333333333334,14.5,0.0,2,1,11.87,75.16,0
234,donna_hernandez_234,7.116666666666666,2.5,33.333333333333336,1,0,118.52,108.38,0
235,lisa_garcia_235,2.1,0.5,100.0,1,0,59.37,63.08,0
236,john_johnson_236,3.966666666666667,13.5,0.0,1,0,94.29,92.68,0
237,charles_davis_237,1.6333333333333333,2.5,100.0,0,0,54.98,68.26,0
238,john_taylor_238,0.8166666666666667,6.5,0.0,2,1,12.01,74.41,0
239,alex_taylor_239,4.2,1.5,16.666666666666668,1,0,113.79,104.32,0
240,christopher_miller_240,3.966666666666667,16.5,0.0,1,0,91.18,88.67,0
241,charles_johnson_241,7.116666666666666,2.0,0.0,1,0,113.27,101.85,0
242,patricia_smith_242,2.1,15.0,0.0,2,0,90.31,91.86,0
243,james_brown_243,1.05,3.0,0.0,4,1,13.35,78.22,0
244,david_moore_244,0.5833333333333334,3.0,0.0,3,3,11.24,73.16,1
245,alex_brown_245,2.3333333333333335,18.5,0.0,1,0,94.35,91.27,0
246,robert_jones_246,7.116666666666666,3.5,28.571428571428573,1,0,121.94,108.11,0
247,james_thompson_247,1.6333333333333333,2.5,100.0,1,0,59.65,56.13,0
248,lisa_martin_248,0.35,8.5,0.0,3,3,11.65,73.51,1
249,lisa_anderson_249,3.85,1.0,25.0,0,0,116.18,106.78,0
250,john_jones_250,0.5833333333333334,8.0,0.0,4,3,13.62,74.43,1
251,lisa_davis_251,3.3833333333333333,2.5,0.0,1,0,124.92,108.64,0
252,robert_hernandez_252,1.4,2.0,100.0,0,0,59.31,64.02,0
253,charles_hernandez_253,1.9833333333333336,2.0,100.0,0,0,56.129999999999995,60.21,0
254,jessica_garcia_254,0.7,8.0,0.0,2,0,11.13,70.95,0
255,alex_white_255,0.9333333333333332,3.0,100.0,1,0,49.66,59.26,0
256,david_taylor_256,1.5166666666666666,1.0,100.0,0,0,56.22,53.91,0
257,jessica_taylor_257,0.7,6.5,0.0,3,2,11.49,73.25,0
258,sarah_moore_258,4.783333333333333,4.0,0.0,0,0,120.96,108.15,0
259,christopher_williams_259,1.75,2.5,100.0,1,0,60.0,57.07,0
260,charles_garcia_260,4.316666666666666,15.5,0.0,1,0,97.07,85.74,0
261,david_williams_261,2.683333333333333,0.5,100.0,1,0,59.52,59.85,0
262,emily_jackson_262,0.9333333333333332,6.5,0.0,4,2,12.45,74.83,0
263,patricia_garcia_263,3.966666666666667,17.0,0.0,0,0,96.95,89.13,0
264,jessica_davis_264,1.4,1.5,100.0,0,0,56.8,68.91,0
265,lisa_wilson_265,3.85,24.5,0.0,1,0,98.0,95.15,0
266,donna_rodriguez_266,0.5833333333333334,6.5,0.0,4,2,13.42,86.47,1
267,sandra_brown_267,4.083333333333333,24.0,0.0,1,0,97.04,87.55,0
268,sarah_white_268,2.216666666666667,2.0,100.0,0,0,59.97,64.39,0
269,lisa_smith_269,1.4,0.0,0.0,2,2,12.27,73.4,0
270,christopher_brown_270,3.033333333333333,3.0,33.333333333333336,1,0,119.43,112.01,0
271,charles_martinez_271,3.2666666666666666,17.0,0.0,0,0,88.92,88.98,0
272,patricia_jones_272,3.2666666666666666,2.5,16.666666666666668,1,0,122.44,102.57,0
273,james_moore_273,0.5833333333333334,10.5,0.0,4,2,12.74,69.66,1
274,sandra_davis_274,3.5,2.5,25.0,1,0,114.05,105.18,0
275,lisa_martin_275,0.5833333333333334,13.0,0.0,4,3,10.92,77.1,1
276,donna_wilson_276,1.4,2.5,100.0,0,0,56.0,52.24,0
277,emily_taylor_277,0.8166666666666667,16.0,0.0,3,2,12.6,76.09,0
278,alex_white_278,1.2833333333333334,3.0,100.0,1,0,53.41,57.03,0
279,robert_martinez_279,3.6166666666666663,1.5,0.0,1,0,117.87,108.93,0
280,charles_martin_280,1.8666666666666667,3.0,100.0,0,0,56.04,53.87,0
281,david_anderson_281,1.5166666666666666,8.0,0.0,4,2,11.63,80.4,0
282,donna_thompson_282,3.3833333333333333,19.5,0.0,1,0,92.52,91.74,0
283,thomas_wilson_283,3.6166666666666663,1.5,28.571428571428573,0,0,117.45,97.96,0
284,thomas_martin_284,3.033333333333333,22.0,0.0,0,0,95.98,85.64,0
285,alex_thompson_285,1.8666666666666667,4.0,100.0,0,0,58.05,65.14,0
286,jane_williams_286,1.9833333333333336,21.5,0.0,0,0,91.61,83.37,0
287,michael_jones_287,1.5166666666666666,1.5,100.0,0,0,56.3,62.07,0
288,robert_thompson_288,3.7333333333333334,14.5,0.0,0,0,96.5,90.3,0
289,alex_garcia_289,3.3833333333333333,1.0,0.0,0,0,125.91,109.56,0
290,james_johnson_290,1.2833333333333334,0.5,0.0,3,1,15.33,73.28999999999999,0
291,patricia_white_291,1.75,1.5,100.0,1,0,58.66,60.53,0
292,karen_moore_292,0.4666666666666667,2.0,0.0,2,2,11.85,75.68,1
293,michael_wilson_293,2.566666666666667,3.0,14.285714285714286,0,0,124.56,103.57,0
294,william_davis_294,1.8666666666666667,12.0,0.0,0,0,93.58,88.5,0
295,charles_davis_295,1.6333333333333333,3.0,100.0,1,0,61.46,60.61,0
296,william_wilson_296,4.083333333333333,1.5,28.571428571428573,0,0,122.1,105.72,0
297,sarah_davis_297,3.15,1.5,0.0,1,0,122.33,92.98,0
298,jane_white_298,2.45,2.0,100.0,1,0,54.62,64.68,0
299,michael_anderson_299,7.116666666666666,2.0,0.0,0,0,103.47,103.15,0
300,alex_martinez_300,3.6166666666666663,3.0,0.0,0,0,121.02,117.46,0
301,sarah_johnson_301,1.2833333333333334,15.0,0.0,4,3,14.25,78.99,0
302,jane_smith_302,1.75,2.5,100.0,1,0,52.41,58.38,0
303,christopher_jackson_303,1.05,12.0,0.0,3,3,11.31,74.76,0
304,karen_anderson_304,0.35,1.0,0.0,3,1,11.91,77.83,1
305,charles_thomas_305,4.433333333333334,0.5,0.0,1,0,121.98,107.45,0
306,sandra_jackson_306,7.116666666666666,4.0,25.0,0,0,126.01,96.89,0
307,david_anderson_307,7.116666666666666,3.5,33.333333333333336,0,0,119.35,101.29,0
308,lisa_taylor_308,0.9333333333333332,9.0,0.0,3,3,11.52,68.67999999999999,0
309,william_davis_309,1.5166666666666666,3.0,100.0,0,0,60.16,55.11,0
310,sandra_hernandez_310,3.3833333333333333,18.5,0.0,2,0,92.44,87.07,0
311,jane_williams_311,1.8666666666666667,2.5,100.0,1,0,56.15,60.9,0
312,christopher_jackson_312,0.4666666666666667,9.0,0.0,4,2,11.45,67.65,1
313,john_hernandez_313,0.7,2.5,0.0,3,3,12.51,78.62,0
314,karen_martinez_314,1.75,2.0,100.0,0,0,56.18,60.36,0
315,patricia_rodriguez_315,3.6166666666666663,1.0,28.571428571428573,0,0,128.82,102.08,0
316,sandra_davis_316,3.2666666666666666,14.0,0.0,0,0,90.86,88.59,0
317,emily_hernandez_317,4.083333333333333,22.5,0.0,0,0,91.4,93.27,0
318,emily_miller_318,7.116666666666666,2.0,0.0,1,0,118.45,97.67,0
319,charles_miller_319,1.4,0.5,100.0,0,0,55.29,60.89,0
320,thomas_miller_320,7.116666666666666,1.0,16.666666666666668,1,0,118.6,112.22,0
321,patricia_jackson_321,1.9833333333333336,0.5,100.0,0,0,51.26,60.36,0
322,michael_martinez_322,3.966666666666667,12.0,0.0,1,0,93.23,85.99,0
323,david_hernandez_323,0.8166666666666667,2.5,100.0,1,0,56.16,58.43,0
324,joseph_moore_324,7.116666666666666,4.0,0.0,0,0,121.47,105.63,0
325,donna_wilson_325,3.85,1.5,0.0,0,0,115.67,100.8,0
326,karen_jones_326,1.4,4.0,100.0,1,0,50.55,63.71,0
327,joseph_williams_327,2.566666666666667,13.5,0.0,0,0,92.71,89.42,0
328,james_smith_328,1.75,1.5,100.0,1,0,49.37,59.89,0
329,sandra_davis_329,7.116666666666666,4.0,16.666666666666668,0,0,132.55,118.26,0
330,thomas_wilson_330,7.116666666666666,3.0,50.0,0,0,119.97,109.75,0
331,alex_rodriguez_331,1.2833333333333334,2.5,100.0,0,0,53.63,56.42,0
332,patricia_taylor_332,0.9333333333333332,3.0,0.0,4,3,12.96,67.04,0
333,jessica_anderson_333,2.683333333333333,15.0,0.0,2,0,90.79,88.03,0
334,charles_davis_334,7.116666666666666,3.5,14.285714285714286,1,0,122.28,102.89,0
335,sandra_anderson_335,2.9166666666666665,1.5,28.571428571428573,0,0,106.1,101.92,0
336,michael_wilson_336,4.2,17.5,0.0,0,0,92.04,88.95,0
337,karen_jones_337,3.2666666666666666,2.0,33.333333333333336,0,0,123.73,103.3,0
338,thomas_garcia_338,0.9333333333333332,11.0,0.0,4,2,13.0,75.6,0
339,christopher_thomas_339,2.566666666666667,13.5,0.0,2,0,86.65,90.48,0
340,donna_rodriguez_340,3.966666666666667,19.5,0.0,0,0,95.84,93.97,0
341,christopher_taylor_341,2.45,17.0,0.0,2,0,87.62,91.94,0
