user_id,username,logins_per_week,avg_payment_delay_days,discount_purchase_pct,total_complaints,open_complaints,recent_usage_hours,prior_usage_hours,usage_trend_ratio,customer_group
88,alex_anderson_88,1.4,1.0,100.0,1,0,58.57,56.19,1.04,Discount Hunter
89,jane_hernandez_89,7.116666666666666,2.0,12.5,1,0,129.89,105.05,1.24,Healthy
90,thomas_moore_90,3.5,18.5,0.0,0,0,88.39,83.83,1.05,Late Payer
91,robert_jackson_91,1.8666666666666667,2.5,100.0,0,0,59.7,60.37,0.99,Discount Hunter
92,lisa_wilson_92,1.4,0.5,100.0,1,0,59.21,55.78,1.06,Discount Hunter
93,sarah_johnson_93,2.566666666666667,11.0,0.0,0,0,95.47,88.78,1.07,Late Payer
94,karen_moore_94,1.05,2.0,100.0,1,0,56.81,54.06,1.05,Discount Hunter
95,william_smith_95,0.8166666666666667,0.5,0.0,2,2,13.27,73.21,0.18,At Risk
96,christopher_jones_96,1.5166666666666666,2.0,100.0,0,0,55.24,65.72,0.84,Discount Hunter
97,jane_thomas_97,2.1,0.5,100.0,1,0,60.28,52.74,1.14,Discount Hunter
98,patricia_anderson_98,7.116666666666666,2.5,40.0,1,0,125.01,107.17,1.17,Healthy
99,alex_garcia_99,1.8666666666666667,2.0,100.0,0,0,57.93,60.16,0.96,Discount Hunter
100,jessica_johnson_100,2.3333333333333335,1.0,100.0,0,0,57.45,62.25,0.92,Discount Hunter
101,jessica_johnson_101,4.2,22.5,0.0,1,0,87.17,91.43,0.95,Late Payer
102,john_williams_102,0.9333333333333333,10.0,0.0,4,0,12.97,75.17999999999999,0.17,At Risk
103,emily_anderson_103,0.7,9.0,0.0,3,1,10.24,74.52,0.14,At Risk
104,james_anderson_104,1.75,2.0,100.0,1,0,56.38,64.47,0.87,Discount Hunter
105,thomas_martinez_105,3.85,1.0,12.5,0,0,125.41,107.36,1.17,Healthy
106,sarah_thompson_106,1.5166666666666666,3.5,100.0,1,0,55.43,60.89,0.91,Discount Hunter
107,patricia_martinez_107,7.116666666666666,1.5,0.0,1,0,115.42,103.55,1.11,Healthy
108,thomas_thomas_108,1.2833333333333334,1.5,100.0,1,0,62.23,56.53,1.1,Discount Hunter
109,christopher_williams_109,0.4666666666666667,9.5,0.0,4,3,10.53,77.18,0.14,At Risk
110,karen_martin_110,0.8166666666666667,1.5,0.0,2,1,10.36,74.2,0.14,At Risk
111,sarah_brown_111,7.116666666666666,4.0,0.0,0,0,124.72,107.3,1.16,Healthy
112,alex_jackson_112,2.1,21.5,0.0,1,0,91.36,88.08,1.04,Late Payer
113,robert_wilson_113,0.9333333333333333,7.5,0.0,4,3,11.69,70.75,0.16,At Risk
114,karen_miller_114,1.4,0.5,100.0,0,0,57.71,61.86,0.93,Discount Hunter
115,sarah_rodriguez_115,2.3333333333333335,15.0,0.0,0,0,93.64,88.13,1.06,Late Payer
116,alex_smith_116,1.6333333333333333,24.5,0.0,0,0,91.22,87.8,1.04,Late Payer
117,thomas_miller_117,2.566666666666667,19.5,0.0,0,0,93.54,90.77,1.03,Late Payer
118,karen_smith_118,0.8166666666666667,2.0,0.0,4,1,11.39,75.21,0.15,At Risk
119,jessica_wilson_119,7.116666666666666,2.5,25.0,1,0,108.27,101.21000000000001,1.07,Healthy
120,michael_jones_120,1.8666666666666667,1.5,100.0,1,0,56.48,56.55,1.0,Discount Hunter
121,jessica_williams_121,1.75,18.0,0.0,0,0,91.92,92.5,0.99,Late Payer
122,james_martin_122,7.116666666666666,0.0,33.333333333333336,0,0,134.94,107.28,1.26,Healthy
123,alex_brown_123,3.966666666666667,1.0,28.571428571428573,0,0,113.48,99.89,1.13,Healthy
124,jessica_moore_124,3.2666666666666666,2.5,0.0,0,0,117.35,101.08,1.16,Healthy
125,jane_davis_125,0.8166666666666667,8.5,0.0,3,3,13.3,75.57000000000001,0.18,At Risk
126,michael_martinez_126,7.116666666666666,2.0,0.0,0,0,120.64,103.03,1.17,Healthy
127,james_rodriguez_127,3.2666666666666666,2.0,0.0,0,0,117.34,103.86,1.13,Healthy
128,david_martin_128,0.8166666666666667,9.0,0.0,4,3,11.36,77.72,0.15,At Risk
129,jane_smith_129,2.1,15.0,0.0,1,0,94.41,86.42,1.09,Late Payer
130,lisa_jackson_130,2.9166666666666665,16.0,0.0,0,0,90.01,89.81,1.0,Late Payer
131,patricia_hernandez_131,1.2833333333333334,2.5,100.0,0,0,56.28,59.97,0.94,Discount Hunter
132,donna_williams_132,2.683333333333333,16.0,0.0,1,0,95.55,94.05,1.01,Late Payer
133,donna_smith_133,0.9333333333333333,15.0,0.0,3,2,11.98,68.77,0.17,At Risk
134,john_thompson_134,2.216666666666667,14.0,0.0,1,0,91.76,90.14,1.02,Late Payer
135,james_wilson_135,1.6333333333333333,3.5,100.0,1,0,59.47,55.19,1.08,Discount Hunter
136,karen_taylor_136,7.116666666666666,1.5,0.0,1,0,114.2,95.67,1.19,Healthy
137,alex_williams_137,7.116666666666666,1.0,0.0,1,0,101.31,107.08,0.95,Healthy
138,john_martinez_138,7.116666666666666,1.5,33.333333333333336,0,0,119.81,97.35,1.23,Healthy
139,robert_smith_139,7.116666666666666,1.5,28.571428571428573,0,0,117.66,106.57,1.1,Healthy
140,john_hernandez_140,1.5166666666666666,2.0,100.0,1,0,48.69,55.77,0.87,Discount Hunter
141,robert_hernandez_141,2.216666666666667,18.5,0.0,1,0,90.46,82.75,1.09,Late Payer
142,michael_taylor_142,0.9333333333333333,3.0,0.0,2,2,14.34,71.98,0.2,At Risk
143,sandra_miller_143,3.7333333333333334,0.0,0.0,0,0,120.53,107.87,1.12,Healthy
144,robert_garcia_144,0.8166666666666667,13.0,0.0,2,1,12.88,76.28,0.17,At Risk
145,robert_martin_145,3.15,2.0,0.0,0,0,126.67,98.33,1.29,Healthy
146,jane_anderson_146,1.2833333333333334,1.5,0.0,4,3,11.48,73.61,0.16,At Risk
147,patricia_martinez_147,2.1,0.5,100.0,1,0,53.43,54.27,0.98,Discount Hunter
148,robert_thompson_148,3.966666666666667,1.5,20.0,1,0,114.02,116.01,0.98,Healthy
149,robert_miller_149,2.45,3.0,100.0,1,0,58.04,63.46,0.91,Discount Hunter
150,donna_thomas_150,0.9333333333333333,11.0,0.0,2,1,8.96,72.81,0.12,At Risk
151,michael_davis_151,1.9833333333333334,3.0,100.0,1,0,57.82,61.55,0.94,Discount Hunter
152,charles_thompson_152,1.6333333333333333,0.5,100.0,1,0,50.95,62.53,0.81,Discount Hunter
153,robert_rodriguez_153,3.85,3.5,0.0,1,0,125.6,100.85,1.24,Healthy
154,lisa_smith_154,1.1666666666666667,15.5,0.0,2,1,9.61,72.95,0.13,At Risk
155,alex_jackson_155,7.116666666666666,2.0,33.333333333333336,1,0,118.06,103.18,1.14,Healthy
156,joseph_rodriguez_156,1.2833333333333334,0.5,100.0,0,0,52.87,57.65,0.92,Discount Hunter
157,david_garcia_157,2.3333333333333335,22.5,0.0,2,0,92.37,92.01,1.0,Late Payer
158,alex_hernandez_158,2.3333333333333335,18.5,0.0,1,0,94.83,92.27,1.03,Late Payer
159,michael_jackson_159,0.5833333333333334,1.0,0.0,3,3,10.1,71.06,0.14,At Risk
160,sandra_smith_160,1.75,1.0,0.0,4,3,11.78,67.78,0.17,At Risk
161,david_martin_161,7.116666666666666,2.5,0.0,1,0,123.55,109.96,1.12,Healthy
162,david_thomas_162,1.6333333333333333,1.5,100.0,1,0,53.339999999999996,60.47,0.88,Discount Hunter
163,charles_moore_163,7.116666666666666,2.5,0.0,0,0,119.96000000000001,100.27,1.2,Healthy
164,robert_taylor_164,1.75,1.0,100.0,1,0,55.87,68.64,0.81,Discount Hunter
165,charles_martin_165,7.116666666666666,2.0,25.0,0,0,123.87,97.69,1.27,Healthy
166,lisa_garcia_166,2.3333333333333335,18.5,0.0,2,0,91.26,86.26,1.06,Late Payer
167,james_brown_167,1.75,2.5,100.0,0,0,50.22,56.86,0.88,Discount Hunter
168,michael_thompson_168,1.8666666666666667,0.5,100.0,1,0,51.03,59.24,0.86,Discount Hunter
169,thomas_moore_169,7.116666666666666,2.0,0.0,0,0,121.1,105.33,1.15,Healthy
170,alex_williams_170,3.5,2.0,33.333333333333336,1,0,123.3,109.36,1.13,Healthy
171,jane_thomas_171,1.2833333333333334,10.5,0.0,2,0,14.46,71.65,0.2,At Risk
172,jane_rodriguez_172,7.116666666666666,1.0,12.5,0,0,119.26,109.03,1.09,Healthy
173,emily_jackson_173,0.7,0.0,0.0,3,1,12.459999999999999,78.84,0.16,At Risk
174,alex_rodriguez_174,1.1666666666666667,11.5,0.0,4,2,9.84,79.85,0.12,At Risk
175,donna_thomas_175,2.216666666666667,22.0,0.0,2,0,95.51,88.38,1.08,Late Payer
176,jane_thomas_176,1.1666666666666667,2.5,0.0,4,2,12.74,76.88,0.17,At Risk
177,jane_brown_177,0.8166666666666667,17.0,0.0,4,3,12.86,72.7,0.18,At Risk
178,michael_smith_178,4.666666666666667,2.0,0.0,1,0,119.34,100.13,1.19,Healthy
179,robert_davis_179,1.9833333333333334,2.0,100.0,0,0,55.07,62.99,0.87,Discount Hunter
180,sarah_brown_180,1.1666666666666667,9.5,0.0,2,2,10.94,78.3,0.14,At Risk
181,christopher_hernandez_181,3.7333333333333334,2.5,0.0,0,0,117.09,104.01,1.12,Healthy
182,charles_martinez_182,1.5166666666666666,0.5,100.0,1,0,56.84,59.1,0.96,Discount Hunter
183,joseph_smith_183,3.033333333333333,16.0,0.0,0,0,89.59,84.54,1.06,Late Payer
184,donna_thompson_184,7.116666666666666,1.5,14.285714285714286,0,0,118.11,102.27,1.15,Healthy
185,lisa_smith_185,1.4,8.0,0.0,4,2,11.11,76.63,0.14,At Risk
186,alex_martin_186,2.566666666666667,1.0,100.0,1,0,49.19,56.660000000000004,0.87,Discount Hunter
187,william_davis_187,0.9333333333333333,11.0,0.0,3,2,12.540000000000001,73.76,0.17,At Risk
188,thomas_williams_188,7.116666666666666,3.5,0.0,1,0,126.8,102.19,1.24,Healthy
189,michael_white_189,2.3333333333333335,14.5,0.0,0,0,94.04,94.31,1.0,Late Payer
190,lisa_white_190,1.8666666666666667,1.0,100.0,0,0,48.15,54.15,0.89,Discount Hunter
191,christopher_jones_191,3.7333333333333334,1.0,16.666666666666668,0,0,116.47,113.85,1.02,Healthy
192,emily_anderson_192,0.9333333333333333,8.0,0.0,3,2,11.96,81.54,0.15,At Risk
193,patricia_martinez_193,4.2,16.0,0.0,1,0,85.78,91.56,0.94,Late Payer
194,jessica_thompson_194,0.9333333333333333,10.0,0.0,3,2,12.31,76.22,0.16,At Risk
195,karen_johnson_195,1.05,10.0,0.0,3,2,14.14,74.1,0.19,At Risk
196,david_rodriguez_196,7.116666666666666,1.5,0.0,1,0,115.34,108.37,1.06,Healthy
197,sarah_jackson_197,3.3833333333333333,3.0,0.0,1,0,125.36,106.71,1.17,Healthy
198,christopher_thomas_198,1.6333333333333333,1.5,100.0,1,0,56.68,65.32,0.87,Discount Hunter
199,david_anderson_199,1.4,9.0,0.0,3,2,10.85,77.82,0.14,At Risk
200,david_moore_200,7.116666666666666,1.5,0.0,0,0,116.0,92.84,1.25,Healthy
201,jessica_taylor_201,2.8,21.5,0.0,1,0,91.98,88.87,1.03,Late Payer
202,karen_miller_202,2.566666666666667,14.5,0.0,1,0,97.47,86.74,1.12,Late Payer
203,thomas_garcia_203,3.85,15.5,0.0,0,0,90.63,90.97,1.0,Late Payer
204,emily_moore_204,1.4,2.5,100.0,1,0,52.4,56.87,0.92,Discount Hunter
205,john_wilson_205,1.4,4.0,100.0,1,0,56.48,53.59,1.05,Discount Hunter
206,william_smith_206,1.05,1.5,0.0,2,2,14.09,79.99,0.18,At Risk
207,emily_thompson_207,3.85,2.5,0.0,1,0,118.7,102.8,1.15,Healthy
208,jessica_martinez_208,7.116666666666666,2.5,0.0,1,0,116.94,92.76,1.26,Healthy
209,christopher_white_209,2.1,14.5,0.0,1,0,97.22,90.54,1.07,Late Payer
210,joseph_jackson_210,1.6333333333333333,3.0,100.0,0,0,59.0,62.0,0.95,Discount Hunter
211,donna_martin_211,0.8166666666666667,1.0,100.0,0,0,53.56,57.46,0.93,At Risk
212,emily_white_212,3.033333333333333,0.0,33.333333333333336,0,0,114.71,104.71,1.09,Healthy
213,jane_jones_213,2.216666666666667,0.0,100.0,0,0,60.63,59.62,1.02,Discount Hunter
214,jessica_moore_214,7.116666666666666,2.0,12.5,1,0,128.99,98.13,1.31,Healthy
215,alex_miller_215,0.5833333333333334,8.5,0.0,2,1,11.0,81.82,0.13,At Risk
216,jessica_garcia_216,3.15,16.0,0.0,0,0,95.75,88.83,1.08,Late Payer
217,james_moore_217,1.8666666666666667,2.0,100.0,0,0,53.92,63.18,0.85,Discount Hunter
218,patricia_garcia_218,7.116666666666666,3.0,0.0,1,0,114.47,98.0,1.17,Healthy
219,donna_martinez_219,0.9333333333333333,9.5,0.0,4,0,13.23,74.52,0.18,At Risk
220,emily_taylor_220,3.966666666666667,16.0,0.0,0,0,90.6,90.18,1.0,Late Payer
221,robert_miller_221,1.1666666666666667,0.5,100.0,1,0,52.24,60.08,0.87,Discount Hunter
222,emily_smith_222,1.6333333333333333,2.0,100.0,0,0,52.77,60.16,0.88,Discount Hunter
223,lisa_thomas_223,0.9333333333333333,2.5,0.0,4,2,13.63,82.3,0.17,At Risk
224,robert_thompson_224,2.3333333333333335,2.0,100.0,0,0,54.09,56.56,0.95,Discount Hunter
225,david_jones_225,1.2833333333333334,21.0,0.0,1,0,100.02,90.98,1.1,Late Payer
226,michael_rodriguez_226,0.8166666666666667,9.5,0.0,2,2,10.32,79.79,0.13,At Risk
227,john_jackson_227,3.5,1.5,0.0,1,0,127.83,104.21,1.23,Healthy
228,christopher_anderson_228,3.3833333333333333,19.0,0.0,1,0,94.48,87.45,1.08,Late Payer
229,joseph_taylor_229,1.2833333333333334,1.0,100.0,0,0,63.06,65.38,0.96,Discount Hunter
230,sandra_williams_230,3.2666666666666666,13.0,0.0,1,0,92.65,86.27,1.07,Late Payer
231,joseph_brown_231,1.05,16.5,0.0,3,1,9.86,76.07,0.13,At Risk
232,david_johnson_232,1.4,1.0,100.0,0,0,62.31,64.45,0.97,Discount Hunter
233,david_moore_233,1.2833333333333334,14.5,0.0,2,1,11.87,75.16,0.16,At Risk
234,donna_hernandez_234,7.116666666666666,2.5,33.333333333333336,1,0,118.52,108.38,1.09,Healthy
235,lisa_garcia_235,2.1,0.5,100.0,1,0,59.37,63.08,0.94,Discount Hunter
236,john_johnson_236,3.966666666666667,13.5,0.0,1,0,94.29,92.68,1.02,Late Payer
237,charles_davis_237,1.6333333333333333,2.5,100.0,0,0,54.98,68.26,0.8,Discount Hunter
238,john_taylor_238,0.8166666666666667,6.5,0.0,2,1,12.01,74.41,0.16,At Risk
239,alex_taylor_239,4.2,1.5,16.666666666666668,1,0,113.78999999999999,104.32000000000001,1.09,Healthy
240,christopher_miller_240,3.966666666666667,16.5,0.0,1,0,91.18,88.67,1.03,Late Payer
241,charles_johnson_241,7.116666666666666,2.0,0.0,1,0,113.27,101.85,1.11,Healthy
242,patricia_smith_242,2.1,15.0,0.0,2,0,90.31,91.86,0.98,Late Payer
243,james_brown_243,1.05,3.0,0.0,4,1,13.35,78.22,0.17,At Risk
244,david_moore_244,0.5833333333333334,3.0,0.0,3,3,11.24,73.16,0.15,At Risk
245,alex_brown_245,2.3333333333333335,18.5,0.0,1,0,94.35,91.27,1.03,Late Payer
246,robert_jones_246,7.116666666666666,3.5,28.571428571428573,1,0,121.94,108.11,1.13,Healthy
247,james_thompson_247,1.6333333333333333,2.5,100.0,1,0,59.65,56.13,1.06,Discount Hunter
248,lisa_martin_248,0.35,8.5,0.0,3,3,11.65,73.51,0.16,At Risk
249,lisa_anderson_249,3.85,1.0,25.0,0,0,116.18,106.78,1.09,Healthy
250,john_jones_250,0.5833333333333334,8.0,0.0,4,3,13.62,74.43,0.18,At Risk
251,lisa_davis_251,3.3833333333333333,2.5,0.0,1,0,124.92,108.64,1.15,Healthy
252,robert_hernandez_252,1.4,2.0,100.0,0,0,59.31,64.02,0.92,Discount Hunter
253,charles_hernandez_253,1.9833333333333334,2.0,100.0,0,0,56.129999999999995,60.21,0.93,Discount Hunter
254,jessica_garcia_254,0.7,8.0,0.0,2,0,11.13,70.95,0.16,At Risk
255,alex_white_255,0.9333333333333333,3.0,100.0,1,0,49.66,59.26,0.84,At Risk
256,david_taylor_256,1.5166666666666666,1.0,100.0,0,0,56.22,53.91,1.04,Discount Hunter
257,jessica_taylor_257,0.7,6.5,0.0,3,2,11.49,73.25,0.16,At Risk
258,sarah_moore_258,4.783333333333333,4.0,0.0,0,0,120.96,108.15,1.12,Healthy
259,christopher_williams_259,1.75,2.5,100.0,1,0,60.0,57.07,1.05,Discount Hunter
260,charles_garcia_260,4.316666666666666,15.5,0.0,1,0,97.07000000000001,85.74,1.13,Late Payer
261,david_williams_261,2.683333333333333,0.5,100.0,1,0,59.519999999999996,59.85,0.99,Discount Hunter
262,emily_jackson_262,0.9333333333333333,6.5,0.0,4,2,12.45,74.83,0.17,At Risk
263,patricia_garcia_263,3.966666666666667,17.0,0.0,0,0,96.95,89.13,1.09,Late Payer
264,jessica_davis_264,1.4,1.5,100.0,0,0,56.8,68.91,0.82,Discount Hunter
265,lisa_wilson_265,3.85,24.5,0.0,1,0,98.0,95.15,1.03,Late Payer
266,donna_rodriguez_266,0.5833333333333334,6.5,0.0,4,2,13.42,86.47,0.16,At Risk
267,sandra_brown_267,4.083333333333333,24.0,0.0,1,0,97.04,87.55,1.11,Late Payer
268,sarah_white_268,2.216666666666667,2.0,100.0,0,0,59.97,64.39,0.93,Discount Hunter
269,lisa_smith_269,1.4,0.0,0.0,2,2,12.27,73.4,0.17,At Risk
270,christopher_brown_270,3.033333333333333,3.0,33.333333333333336,1,0,119.43,112.01,1.07,Healthy
271,charles_martinez_271,3.2666666666666666,17.0,0.0,0,0,88.92,88.98,1.0,Late Payer
272,patricia_jones_272,3.2666666666666666,2.5,16.666666666666668,1,0,122.44,102.57,1.19,Healthy
273,james_moore_273,0.5833333333333334,10.5,0.0,4,2,12.74,69.66,0.18,At Risk
274,sandra_davis_274,3.5,2.5,25.0,1,0,114.05,105.18,1.08,Healthy
275,lisa_martin_275,0.5833333333333334,13.0,0.0,4,3,10.92,77.1,0.14,At Risk
276,donna_wilson_276,1.4,2.5,100.0,0,0,56.0,52.24,1.07,Discount Hunter
277,emily_taylor_277,0.8166666666666667,16.0,0.0,3,2,12.6,76.09,0.17,At Risk
278,alex_white_278,1.2833333333333334,3.0,100.0,1,0,53.41,57.03,0.93,Discount Hunter
279,robert_martinez_279,3.6166666666666667,1.5,0.0,1,0,117.87,108.93,1.08,Healthy
280,charles_martin_280,1.8666666666666667,3.0,100.0,0,0,56.04,53.87,1.04,Discount Hunter
281,david_anderson_281,1.5166666666666666,8.0,0.0,4,2,11.63,80.4,0.14,At Risk
282,donna_thompson_282,3.3833333333333333,19.5,0.0,1,0,92.52,91.74,1.01,Late Payer
283,thomas_wilson_283,3.6166666666666667,1.5,28.571428571428573,0,0,117.45,97.96,1.2,Healthy
284,thomas_martin_284,3.033333333333333,22.0,0.0,0,0,95.98,85.64,1.12,Late Payer
