invoice_id,user_id,amount,due_date,payment_date
113,57,68.35,2026-04-29,2026-05-01
114,57,42.78,2026-05-24,
115,58,83.66,2026-04-29,2026-05-01
116,58,45.45,2026-05-24,2026-05-25
117,59,111.2,2026-04-29,2026-05-18
118,59,113.74,2026-05-24,2026-06-10
119,60,47.84,2026-04-29,2026-04-29
120,60,45.87,2026-05-24,2026-05-24
121,61,146.58,2026-04-29,2026-05-03
122,61,108.87,2026-05-24,2026-05-28
123,62,70.01,2026-04-29,2026-04-30
124,62,75.97,2026-05-24,2026-05-28
125,63,55.87,2026-04-29,2026-04-30
126,63,122.25,2026-05-24,2026-05-25
127,64,85.03,2026-04-29,2026-05-12
128,64,89.92,2026-05-24,2026-06-09
129,65,137.74,2026-04-29,2026-05-01
130,65,53.25,2026-05-24,2026-05-25
131,66,146.01,2026-04-29,2026-04-29
132,66,137.49,2026-05-24,2026-05-28
133,67,61.93,2026-04-29,2026-04-29
134,67,93.85,2026-05-24,2026-05-26
135,68,86.77,2026-04-29,2026-05-15
136,68,59.84,2026-05-24,2026-06-14
137,69,72.21,2026-04-29,2026-05-03
138,69,70.7,2026-05-24,2026-05-25
139,70,34.26,2026-04-29,2026-05-18
140,70,57.02,2026-05-24,2026-06-09
141,71,59.98,2026-04-29,2026-05-15
142,71,98.52,2026-05-24,
143,72,44.48,2026-04-29,2026-05-19
144,72,119.13,2026-05-24,
145,73,34.65,2026-04-29,2026-05-15
146,73,105.71,2026-05-24,2026-06-10
147,74,105.58,2026-04-29,2026-04-29
148,74,41.44,2026-05-24,2026-05-25
149,75,114.74,2026-04-29,2026-05-01
150,75,67.4,2026-05-24,2026-05-28
151,76,143.95,2026-04-29,2026-05-03
152,76,76.27,2026-05-24,2026-05-28
153,77,49.3,2026-04-29,2026-04-30
154,77,98.95,2026-05-24,2026-05-27
155,78,104.9,2026-04-29,2026-05-19
156,78,81.77,2026-05-24,2026-06-16
157,79,84.98,2026-04-29,2026-05-04
158,79,120.83,2026-05-24,
159,80,110.75,2026-04-29,2026-05-18
160,80,106.54,2026-05-24,2026-05-28
161,81,120.22,2026-04-29,2026-05-17
162,81,85.88,2026-05-24,
163,82,132.73,2026-04-29,2026-05-18
164,82,82.84,2026-05-24,2026-06-17
165,83,49.22,2026-04-29,2026-04-30
166,83,76.94,2026-05-24,2026-05-25
167,84,99.81,2026-04-29,2026-05-03
168,84,114.02,2026-05-24,2026-05-28
169,85,46.61,2026-04-29,2026-05-01
170,85,51.95,2026-05-24,2026-05-26
171,86,139.82,2026-04-29,2026-05-01
172,86,148.12,2026-05-24,2026-05-27
173,87,81.8,2026-04-29,2026-05-01
174,87,47.27,2026-05-24,2026-05-27
175,88,32.8,2026-04-29,2026-05-01
176,88,138.69,2026-05-24,2026-05-24
177,89,85.62,2026-04-29,2026-05-02
178,89,84.25,2026-05-24,2026-05-25
179,90,107.55,2026-04-29,2026-05-16
180,90,51.35,2026-05-24,2026-06-13
181,91,52.88,2026-04-29,2026-05-02
182,91,119.01,2026-05-24,2026-05-26
183,92,66.33,2026-04-29,2026-04-30
184,92,95.03,2026-05-24,2026-05-24
185,93,31.33,2026-04-29,2026-05-10
186,93,91.21,2026-05-24,2026-06-04
187,94,96.07,2026-04-29,2026-05-02
188,94,30.38,2026-05-24,2026-05-25
189,95,79.13,2026-04-29,2026-04-30
190,95,57.81,2026-05-24,
191,96,47.26,2026-04-29,2026-04-30
192,96,41.17,2026-05-24,2026-05-27
193,97,89.56,2026-04-29,2026-04-30
194,97,112.67,2026-05-24,2026-05-24
195,98,148.65,2026-04-29,2026-04-30
196,98,94.08,2026-05-24,2026-05-28
197,99,39.45,2026-04-29,2026-04-29
198,99,63.17,2026-05-24,2026-05-28
199,100,142.07,2026-04-29,2026-04-29
200,100,62.11,2026-05-24,2026-05-26
201,101,141.84,2026-04-29,2026-05-24
202,101,145.42,2026-05-24,2026-06-13
203,102,79.21,2026-04-29,2026-05-19
204,102,104.16,2026-05-24,
205,103,43.43,2026-04-29,2026-04-30
206,103,59.32,2026-05-24,2026-06-10
207,104,136.69,2026-04-29,2026-05-01
208,104,47.41,2026-05-24,2026-05-26
209,105,101.55,2026-04-29,2026-05-01
210,105,32.33,2026-05-24,2026-05-24
211,106,62.21,2026-04-29,2026-05-02
212,106,104.8,2026-05-24,2026-05-28
213,107,88.52,2026-04-29,2026-05-01
214,107,128.97,2026-05-24,2026-05-25
215,108,82.92,2026-04-29,2026-05-01
216,108,107.17,2026-05-24,2026-05-25
217,109,102.78,2026-04-29,2026-05-18
218,109,71.91,2026-05-24,
219,110,100.89,2026-04-29,2026-05-02
220,110,45.17,2026-05-24,
221,111,90.21,2026-04-29,2026-05-03
222,111,65.71,2026-05-24,2026-05-28
223,112,72.48,2026-04-29,2026-05-22
224,112,141.71,2026-05-24,2026-06-13
225,113,87.32,2026-04-29,2026-05-14
226,113,136.69,2026-05-24,
227,114,67.16,2026-04-29,2026-04-29
228,114,110.6,2026-05-24,2026-05-25
229,115,89.99,2026-04-29,2026-05-16
230,115,140.38,2026-05-24,2026-06-06
231,116,39.43,2026-04-29,2026-05-23
232,116,30.69,2026-05-24,2026-06-18
233,117,117.91,2026-04-29,2026-05-19
234,117,125.15,2026-05-24,2026-06-12
235,118,107.26,2026-04-29,2026-04-30
236,118,31.16,2026-05-24,2026-05-27
237,119,114.04,2026-04-29,2026-04-30
238,119,41.87,2026-05-24,2026-05-28
239,120,85.25,2026-04-29,2026-04-29
240,120,75.97,2026-05-24,2026-05-27
241,121,76.17,2026-04-29,2026-05-24
242,121,127.63,2026-05-24,2026-06-04
243,122,71.99,2026-04-29,2026-04-29
244,122,86.34,2026-05-24,2026-05-24
245,123,109.39,2026-04-29,2026-04-30
246,123,66.89,2026-05-24,2026-05-25
247,124,97.35,2026-04-29,2026-04-30
248,124,56.93,2026-05-24,2026-05-28
249,125,46.35,2026-04-29,2026-05-16
250,125,98.82,2026-05-24,2026-05-24
251,126,51.13,2026-04-29,2026-05-01
252,126,112.2,2026-05-24,2026-05-26
253,127,115.77,2026-04-29,2026-05-02
254,127,127.03,2026-05-24,2026-05-25
255,128,132.38,2026-04-29,2026-05-14
256,128,71.98,2026-05-24,2026-05-27
257,129,35.7,2026-04-29,2026-05-14
258,129,140.26,2026-05-24,2026-06-08
259,130,125.32,2026-04-29,2026-05-17
260,130,95.19,2026-05-24,2026-06-07
261,131,108.79,2026-04-29,2026-05-03
262,131,105.62,2026-05-24,2026-05-25
263,132,62.46,2026-04-29,2026-05-11
264,132,93.45,2026-05-24,2026-06-13
265,133,112.5,2026-04-29,2026-05-11
266,133,31.43,2026-05-24,2026-06-11
267,134,45.67,2026-04-29,2026-05-16
268,134,66.08,2026-05-24,2026-06-04
269,135,145.31,2026-04-29,2026-05-02
270,135,46.88,2026-05-24,2026-05-28
271,136,80.3,2026-04-29,2026-05-02
272,136,95.71,2026-05-24,2026-05-24
273,137,148.53,2026-04-29,2026-05-01
274,137,87.72,2026-05-24,2026-05-24
275,138,86.22,2026-04-29,2026-04-29
276,138,72.96,2026-05-24,2026-05-27
277,139,51.49,2026-04-29,2026-04-29
278,139,137.81,2026-05-24,2026-05-27
279,140,127.41,2026-04-29,2026-04-29
280,140,71.61,2026-05-24,2026-05-28
281,141,50.24,2026-04-29,2026-05-12
282,141,50.7,2026-05-24,2026-06-17
283,142,39.32,2026-04-29,2026-05-02
284,142,62.23,2026-05-24,2026-05-27
285,143,46.56,2026-04-29,2026-04-29
286,143,113.33,2026-05-24,2026-05-24
287,144,105.75,2026-04-29,2026-05-12
288,144,94.77,2026-05-24,2026-06-06
289,145,31.47,2026-04-29,2026-04-29
290,145,59.64,2026-05-24,2026-05-28
291,146,145.04,2026-04-29,2026-05-02
292,146,67.82,2026-05-24,
293,147,65.54,2026-04-29,2026-04-29
294,147,133.62,2026-05-24,2026-05-25
295,148,66.26,2026-04-29,2026-04-30
296,148,59.43,2026-05-24,2026-05-26
297,149,65.84,2026-04-29,2026-05-02
298,149,33.38,2026-05-24,2026-05-27
299,150,94.37,2026-04-29,2026-05-01
300,150,120.35,2026-05-24,2026-06-13
301,151,121.51,2026-04-29,2026-05-01
302,151,92.46,2026-05-24,2026-05-28
303,152,39.5,2026-04-29,2026-04-30
304,152,101.23,2026-05-24,2026-05-24
305,153,110.31,2026-04-29,2026-05-02
306,153,58.01,2026-05-24,2026-05-28
307,154,137.23,2026-04-29,2026-05-16
308,154,99.91,2026-05-24,2026-06-07
309,155,33.29,2026-04-29,2026-05-03
310,155,120.89,2026-05-24,2026-05-24
311,156,86.57,2026-04-29,2026-04-30
312,156,122.99,2026-05-24,2026-05-24
313,157,142.7,2026-04-29,2026-05-19
314,157,41.95,2026-05-24,2026-06-18
315,158,44.6,2026-04-29,2026-05-23
316,158,125.12,2026-05-24,2026-06-06
317,159,97.21,2026-04-29,2026-05-01
318,159,46.79,2026-05-24,
319,160,103.78,2026-04-29,2026-05-01
320,160,140.39,2026-05-24,
321,161,135.27,2026-04-29,2026-04-30
322,161,38.74,2026-05-24,2026-05-28
323,162,108.53,2026-04-29,2026-05-01
324,162,91.8,2026-05-24,2026-05-25
325,163,145.71,2026-04-29,2026-05-01
326,163,118.65,2026-05-24,2026-05-27
327,164,83.19,2026-04-29,2026-04-29
328,164,117.24,2026-05-24,2026-05-26
329,165,126.16,2026-04-29,2026-05-03
330,165,93.94,2026-05-24,2026-05-24
331,166,50.66,2026-04-29,2026-05-22
332,166,102.41,2026-05-24,2026-06-07
333,167,55.83,2026-04-29,2026-04-30
334,167,129.32,2026-05-24,2026-05-28
335,168,58.32,2026-04-29,2026-04-29
336,168,122.5,2026-05-24,2026-05-25
337,169,75.99,2026-04-29,2026-05-03
338,169,56.76,2026-05-24,2026-05-24
339,170,60.48,2026-04-29,2026-05-02
340,170,134.11,2026-05-24,2026-05-25
341,171,87.62,2026-04-29,2026-05-17
342,171,99.96,2026-05-24,2026-05-27
343,172,32.23,2026-04-29,2026-05-01
344,172,68.89,2026-05-24,2026-05-24
345,173,123.22,2026-04-29,2026-04-29
346,173,107.19,2026-05-24,2026-05-24
347,174,143.35,2026-04-29,2026-05-02
348,174,71.9,2026-05-24,2026-06-13
349,175,89.06,2026-04-29,2026-05-22
350,175,45.91,2026-05-24,2026-06-14
351,176,142.7,2026-04-29,2026-05-03
352,176,93.05,2026-05-24,2026-05-25
353,177,101.91,2026-04-29,2026-05-19
354,177,79.04,2026-05-24,2026-06-07
355,178,123.19,2026-04-29,2026-05-02
356,178,50.11,2026-05-24,2026-05-25
357,179,147.4,2026-04-29,2026-05-01
358,179,127.19,2026-05-24,2026-05-26
359,180,46.86,2026-04-29,2026-04-29
360,180,96.04,2026-05-24,2026-06-12
361,181,90.89,2026-04-29,2026-05-02
362,181,93.4,2026-05-24,2026-05-26
363,182,67.16,2026-04-29,2026-04-29
364,182,81.24,2026-05-24,2026-05-25
365,183,125.0,2026-04-29,2026-05-17
366,183,117.3,2026-05-24,2026-06-07
367,184,144.03,2026-04-29,2026-05-01
368,184,143.52,2026-05-24,2026-05-25
369,185,47.85,2026-04-29,2026-05-03
370,185,94.54,2026-05-24,2026-06-05
371,186,142.41,2026-04-29,2026-04-29
372,186,89.0,2026-05-24,2026-05-26
373,187,84.04,2026-04-29,2026-05-16
374,187,30.15,2026-05-24,2026-05-29
375,188,55.72,2026-04-29,2026-05-02
376,188,116.11,2026-05-24,2026-05-28
377,189,46.76,2026-04-29,2026-05-16
378,189,55.59,2026-05-24,2026-06-05
379,190,33.67,2026-04-29,2026-04-29
380,190,95.15,2026-05-24,2026-05-26
381,191,140.54,2026-04-29,2026-04-29
382,191,144.55,2026-05-24,2026-05-26
383,192,100.48,2026-04-29,2026-05-15
384,192,67.51,2026-05-24,
385,193,107.88,2026-04-29,2026-05-20
386,193,115.2,2026-05-24,2026-06-04
387,194,60.06,2026-04-29,2026-05-19
388,194,31.68,2026-05-24,
389,195,43.55,2026-04-29,2026-05-14
390,195,65.0,2026-05-24,2026-05-29
391,196,84.22,2026-04-29,2026-05-01
392,196,145.97,2026-05-24,2026-05-25
393,197,81.29,2026-04-29,2026-05-03
394,197,114.28,2026-05-24,2026-05-26
395,198,143.59,2026-04-29,2026-05-01
396,198,128.22,2026-05-24,2026-05-25
397,199,135.93,2026-04-29,2026-05-04
398,199,149.26,2026-05-24,2026-06-06
399,200,132.1,2026-04-29,2026-05-01
400,200,139.59,2026-05-24,2026-05-25
401,201,105.39,2026-04-29,2026-05-18
402,201,62.63,2026-05-24,2026-06-17
403,202,108.17,2026-04-29,2026-05-15
404,202,146.4,2026-05-24,2026-06-06
405,203,77.96,2026-04-29,2026-05-17
406,203,74.16,2026-05-24,2026-06-06
407,204,56.77,2026-04-29,2026-05-01
408,204,89.3,2026-05-24,2026-05-27
409,205,83.1,2026-04-29,2026-05-03
410,205,93.43,2026-05-24,2026-05-28
411,206,100.91,2026-04-29,2026-04-30
412,206,121.48,2026-05-24,2026-05-26
413,207,51.49,2026-04-29,2026-04-30
414,207,110.93,2026-05-24,2026-05-28
415,208,122.67,2026-04-29,2026-05-02
416,208,127.28,2026-05-24,2026-05-26
417,209,64.77,2026-04-29,2026-05-13
418,209,112.28,2026-05-24,2026-06-08
419,210,70.11,2026-04-29,2026-05-03
420,210,146.03,2026-05-24,2026-05-26
421,211,61.03,2026-04-29,2026-04-29
422,211,58.43,2026-05-24,2026-05-26
423,212,123.41,2026-04-29,2026-04-29
424,212,88.7,2026-05-24,2026-05-24
425,213,93.14,2026-04-29,2026-04-29
426,213,74.96,2026-05-24,2026-05-24
427,214,109.62,2026-04-29,2026-04-30
428,214,74.75,2026-05-24,2026-05-27
429,215,59.15,2026-04-29,2026-05-13
430,215,76.04,2026-05-24,2026-05-27
431,216,137.64,2026-04-29,2026-05-12
432,216,43.04,2026-05-24,2026-06-12
433,217,139.33,2026-04-29,2026-05-03
434,217,119.37,2026-05-24,2026-05-24
435,218,86.03,2026-04-29,2026-05-01
436,218,135.5,2026-05-24,2026-05-28
437,219,101.15,2026-04-29,2026-05-14
438,219,63.4,2026-05-24,2026-05-28
439,220,99.65,2026-04-29,2026-05-14
440,220,132.56,2026-05-24,2026-06-10
441,221,96.66,2026-04-29,2026-04-29
442,221,126.58,2026-05-24,2026-05-25
443,222,94.19,2026-04-29,2026-05-02
444,222,49.43,2026-05-24,2026-05-25
445,223,58.6,2026-04-29,2026-05-02
446,223,73.39,2026-05-24,2026-05-26
447,224,59.48,2026-04-29,2026-04-30
448,224,138.41,2026-05-24,2026-05-27
449,225,32.65,2026-04-29,2026-05-23
450,225,60.49,2026-05-24,2026-06-11
451,226,30.16,2026-04-29,2026-05-02
452,226,60.89,2026-05-24,2026-06-09
453,227,120.25,2026-04-29,2026-05-02
454,227,83.89,2026-05-24,2026-05-24
455,228,85.0,2026-04-29,2026-05-12
456,228,134.99,2026-05-24,2026-06-18
457,229,61.53,2026-04-29,2026-04-29
458,229,78.05,2026-05-24,2026-05-26
459,230,124.94,2026-04-29,2026-05-10
460,230,46.76,2026-05-24,2026-06-08
461,231,80.75,2026-04-29,2026-05-13
462,231,91.73,2026-05-24,2026-06-12
463,232,105.98,2026-04-29,2026-04-30
464,232,98.49,2026-05-24,2026-05-25
465,233,87.71,2026-04-29,2026-05-12
466,233,64.15,2026-05-24,2026-06-09
467,234,81.25,2026-04-29,2026-04-30
468,234,131.97,2026-05-24,2026-05-28
469,235,48.95,2026-04-29,2026-04-29
470,235,79.31,2026-05-24,2026-05-25
471,236,68.2,2026-04-29,2026-05-12
472,236,117.25,2026-05-24,2026-06-07
473,237,83.66,2026-04-29,2026-05-02
474,237,140.53,2026-05-24,2026-05-26
475,238,137.93,2026-04-29,2026-05-12
476,238,126.7,2026-05-24,
477,239,136.22,2026-04-29,2026-05-01
478,239,87.76,2026-05-24,2026-05-25
479,240,48.14,2026-04-29,2026-05-13
480,240,130.17,2026-05-24,2026-06-12
481,241,123.22,2026-04-29,2026-04-29
482,241,114.83,2026-05-24,2026-05-28
483,242,47.2,2026-04-29,2026-05-13
484,242,145.08,2026-05-24,2026-06-09
485,243,80.3,2026-04-29,2026-05-03
486,243,127.95,2026-05-24,2026-05-26
487,244,82.39,2026-04-29,2026-04-30
488,244,47.72,2026-05-24,2026-05-29
489,245,58.07,2026-04-29,2026-05-13
490,245,108.84,2026-05-24,2026-06-16
491,246,96.99,2026-04-29,2026-05-03
492,246,30.18,2026-05-24,2026-05-27
493,247,97.46,2026-04-29,2026-05-03
494,247,91.06,2026-05-24,2026-05-25
495,248,82.6,2026-04-29,2026-05-16
496,248,59.58,2026-05-24,2026-05-24
497,249,122.39,2026-04-29,2026-04-30
498,249,48.13,2026-05-24,2026-05-25
499,250,32.75,2026-04-29,2026-05-15
500,250,76.26,2026-05-24,
501,251,142.27,2026-04-29,2026-05-01
502,251,93.15,2026-05-24,2026-05-27
503,252,65.68,2026-04-29,2026-05-03
504,252,53.79,2026-05-24,2026-05-24
505,253,121.81,2026-04-29,2026-04-30
506,253,134.83,2026-05-24,2026-05-27
507,254,128.06,2026-04-29,2026-05-15
508,254,146.88,2026-05-24,
509,255,148.1,2026-04-29,2026-05-02
510,255,132.22,2026-05-24,2026-05-27
511,256,124.15,2026-04-29,2026-05-01
512,256,64.86,2026-05-24,2026-05-24
513,257,111.51,2026-04-29,2026-05-12
514,257,36.55,2026-05-24,
515,258,64.96,2026-04-29,2026-05-03
516,258,70.28,2026-05-24,2026-05-28
517,259,36.46,2026-04-29,2026-05-02
518,259,39.92,2026-05-24,2026-05-26
519,260,98.71,2026-04-29,2026-05-10
520,260,96.48,2026-05-24,2026-06-13
521,261,121.47,2026-04-29,2026-04-30
522,261,66.34,2026-05-24,2026-05-24
523,262,142.78,2026-04-29,2026-05-12
524,262,133.41,2026-05-24,2026-05-24
525,263,118.86,2026-04-29,2026-05-12
526,263,46.86,2026-05-24,2026-06-14
527,264,76.14,2026-04-29,2026-05-02
528,264,104.9,2026-05-24,2026-05-24
529,265,34.77,2026-04-29,2026-05-24
530,265,57.43,2026-05-24,2026-06-17
531,266,119.97,2026-04-29,2026-05-12
532,266,74.21,2026-05-24,
533,267,127.16,2026-04-29,2026-05-23
534,267,57.65,2026-05-24,2026-06-17
535,268,55.56,2026-04-29,2026-05-03
536,268,87.72,2026-05-24,2026-05-24
537,269,149.26,2026-04-29,2026-04-29
538,269,60.56,2026-05-24,
539,270,134.76,2026-04-29,2026-05-01
540,270,35.51,2026-05-24,2026-05-28
541,271,140.07,2026-04-29,2026-05-14
542,271,83.76,2026-05-24,2026-06-12
543,272,90.49,2026-04-29,2026-05-03
544,272,37.59,2026-05-24,2026-05-25
545,273,61.16,2026-04-29,2026-04-30
546,273,82.59,2026-05-24,2026-06-13
547,274,145.46,2026-04-29,2026-05-03
548,274,118.52,2026-05-24,2026-05-25
549,275,115.65,2026-04-29,2026-05-13
550,275,70.16,2026-05-24,2026-06-05
551,276,63.34,2026-04-29,2026-05-03
552,276,143.73,2026-05-24,2026-05-25
553,277,56.01,2026-04-29,2026-05-17
554,277,94.54,2026-05-24,2026-06-07
555,278,55.41,2026-04-29,2026-05-01
556,278,39.02,2026-05-24,2026-05-28
557,279,127.04,2026-04-29,2026-05-01
558,279,59.77,2026-05-24,2026-05-25
559,280,49.13,2026-04-29,2026-05-02
560,280,72.81,2026-05-24,2026-05-27
561,281,123.78,2026-04-29,2026-05-15
562,281,134.06,2026-05-24,
563,282,136.71,2026-04-29,2026-05-18
564,282,49.63,2026-05-24,2026-06-13
565,283,66.97,2026-04-29,2026-04-29
566,283,137.12,2026-05-24,2026-05-27
567,284,112.6,2026-04-29,2026-05-18
568,284,59.88,2026-05-24,2026-06-18
569,285,92.94,2026-04-29,2026-05-03
570,285,46.56,2026-05-24,2026-05-28
571,286,48.88,2026-04-29,2026-05-20
572,286,67.23,2026-05-24,2026-06-15
573,287,49.56,2026-04-29,2026-05-02
574,287,63.26,2026-05-24,2026-05-24
575,288,68.45,2026-04-29,2026-05-16
576,288,145.57,2026-05-24,2026-06-05
577,289,119.51,2026-04-29,2026-04-30
578,289,135.58,2026-05-24,2026-05-25
579,290,137.4,2026-04-29,2026-04-30
580,290,39.02,2026-05-24,
581,291,66.3,2026-04-29,2026-04-30
582,291,37.2,2026-05-24,2026-05-26
583,292,66.16,2026-04-29,2026-05-03
584,292,76.89,2026-05-24,
585,293,41.62,2026-04-29,2026-05-03
586,293,121.65,2026-05-24,2026-05-26
587,294,35.14,2026-04-29,2026-05-10
588,294,99.15,2026-05-24,2026-06-06
589,295,46.34,2026-04-29,2026-05-01
590,295,106.24,2026-05-24,2026-05-28
591,296,62.39,2026-04-29,2026-04-30
592,296,69.94,2026-05-24,2026-05-26
593,297,32.17,2026-04-29,2026-05-02
594,297,58.68,2026-05-24,2026-05-24
595,298,83.12,2026-04-29,2026-04-29
596,298,92.68,2026-05-24,2026-05-28
597,299,148.96,2026-04-29,2026-04-30
598,299,118.51,2026-05-24,2026-05-27
599,300,129.97,2026-04-29,2026-05-03
600,300,147.96,2026-05-24,2026-05-26
601,301,129.52,2026-04-29,2026-05-16
602,301,141.37,2026-05-24,2026-06-06
603,302,104.96,2026-04-29,2026-04-30
604,302,131.97,2026-05-24,2026-05-28
605,303,101.37,2026-04-29,2026-05-04
606,303,83.18,2026-05-24,2026-06-12
607,304,132.14,2026-04-29,2026-05-01
608,304,62.56,2026-05-24,
609,305,119.67,2026-04-29,2026-04-30
610,305,127.83,2026-05-24,2026-05-24
611,306,146.24,2026-04-29,2026-05-03
612,306,75.46,2026-05-24,2026-05-28
613,307,119.22,2026-04-29,2026-05-03
614,307,42.11,2026-05-24,2026-05-27
615,308,41.51,2026-04-29,2026-05-13
616,308,46.98,2026-05-24,2026-05-28
617,309,134.4,2026-04-29,2026-05-01
618,309,70.66,2026-05-24,2026-05-28
619,310,98.74,2026-04-29,2026-05-16
620,310,116.47,2026-05-24,2026-06-13
621,311,119.78,2026-04-29,2026-05-01
622,311,53.8,2026-05-24,2026-05-27
623,312,67.12,2026-04-29,2026-05-04
624,312,125.77,2026-05-24,2026-06-06
625,313,91.58,2026-04-29,2026-05-04
626,313,60.87,2026-05-24,
627,314,73.62,2026-04-29,2026-04-30
628,314,135.23,2026-05-24,2026-05-27
629,315,77.42,2026-04-29,2026-05-01
630,315,121.98,2026-05-24,2026-05-24
631,316,90.25,2026-04-29,2026-05-14
632,316,146.13,2026-05-24,2026-06-06
633,317,69.13,2026-04-29,2026-05-19
634,317,33.94,2026-05-24,2026-06-18
635,318,132.06,2026-04-29,2026-05-03
636,318,95.12,2026-05-24,2026-05-24
637,319,55.01,2026-04-29,2026-04-29
638,319,61.9,2026-05-24,2026-05-25
639,320,124.42,2026-04-29,2026-05-01
640,320,148.99,2026-05-24,2026-05-24
641,321,63.23,2026-04-29,2026-04-30
642,321,129.34,2026-05-24,2026-05-24
643,322,56.69,2026-04-29,2026-05-11
644,322,81.89,2026-05-24,2026-06-05
